 name         t90      fluence    fluence_error fluence_batse fluence_batse_error 
 GRB190822705    0.768 2.1310e-07    1.5647e-08    1.2698e-07          8.1767e-09 
 GRB180723133    3.072 5.2896e-07    1.4984e-08    2.9849e-07          8.1819e-09 
 GRB121004211    1.536 3.7942e-07    1.0625e-08    2.2269e-07          8.2151e-09 
 GRB210510806    1.344 2.3152e-07    1.4045e-08    1.3943e-07          8.2205e-09 
 GRB240305409   13.056 8.7206e-07    1.6081e-08    4.5340e-07          8.2212e-09 
 GRB081204517    0.192 3.1105e-07    1.7439e-08    1.7467e-07          8.2239e-09 
 GRB210627748   13.824 8.7033e-06    1.4475e-08    5.0537e-06          8.2310e-09 
 GRB230112829    2.432 1.4182e-07    1.5422e-08    7.2530e-08          8.2347e-09 
 GRB230525449    0.112 9.0371e-07    1.5779e-08    2.8906e-07          8.2350e-09 
 GRB191227723    0.208 2.8361e-06    1.7183e-08    1.0323e-06          8.2423e-09 
 GRB160609690    1.600 5.1506e-08    1.5773e-08    2.8200e-08          8.2430e-09 
 GRB210404141    1.344 2.1673e-07    1.5176e-08    1.3155e-07          8.2469e-09 
 GRB191203290    0.832 1.0241e-07    1.3545e-08    7.6115e-08          8.2559e-09 
 GRB090819607    0.192 2.7212e-07    1.9464e-08    1.3587e-07          8.2878e-09 
 GRB150506630    0.512 3.9651e-07    1.4974e-08    1.8437e-07          8.3022e-09 
 GRB161001045    2.240 1.7635e-06    1.5212e-08    9.0709e-07          8.3124e-09 
 GRB191031891    0.256 3.9689e-06    1.5183e-08    1.1663e-06          8.3220e-09 
 GRB141230871    0.224 1.4789e-07    1.5729e-08    9.2136e-08          8.3284e-09 
 GRB200915846    0.960 1.1539e-06    1.9492e-08    3.7112e-07          8.3325e-09 
 GRB110529034    0.512 1.4727e-06    1.3262e-08    7.9636e-07          8.3460e-09 
 GRB230419568    0.256 2.6722e-07    1.6210e-08    1.7718e-07          8.3627e-09 
 GRB231024556    0.048 8.1665e-08    1.4710e-08    5.4477e-08          8.3845e-09 
 GRB120509619    0.704 1.5538e-07    1.3498e-08    9.6502e-08          8.3874e-09 
 GRB180525151    0.544 1.4069e-07    1.4025e-08    8.5162e-08          8.3951e-09 
 GRB101016243    3.840 2.4445e-06    1.4881e-08    1.3632e-06          8.4059e-09 
 GRB100625891   29.184 1.4012e-06    1.4628e-08    7.9876e-07          8.4160e-09 
 GRB100216422    0.192 3.8763e-07    1.4576e-08    1.4988e-07          8.4215e-09 
 GRB150820880    5.888 3.4278e-07    1.7733e-08    2.0163e-07          8.4226e-09 
 GRB100325246    8.192 1.3340e-06    1.7358e-08    5.7374e-07          8.4263e-09 
 GRB231205101    0.320 1.4825e-06    1.5457e-08    5.6190e-07          8.4295e-09 
 GRB100212588    4.864 4.4542e-07    1.5138e-08    2.4378e-07          8.4302e-09 
 GRB160919858   79.104 1.6753e-06    1.9458e-08    8.2882e-07          8.4452e-09 
 GRB150922883    2.816 6.4844e-07    1.6195e-08    3.6806e-07          8.4475e-09 
 GRB240227195    1.600 4.6732e-07    1.4712e-08    2.3594e-07          8.4623e-09 
 GRB190804058    4.224 4.4761e-07    1.5452e-08    2.3904e-07          8.4680e-09 
 GRB240205852    1.792 6.4210e-07    1.4491e-08    3.4768e-07          8.4696e-09 
 GRB111024896    0.960 3.7975e-07    1.5490e-08    1.4143e-07          8.4787e-09 
 GRB190504678    0.704 1.9432e-07    1.3878e-08    1.3414e-07          8.4924e-09 
 GRB101025146   14.336 2.7879e-07    1.5564e-08    1.5244e-07          8.4988e-09 
 GRB180128215    0.208 3.7752e-07    1.2982e-08    1.5131e-07          8.5031e-09 
 GRB180925407    0.896 1.2619e-07    1.5689e-08    7.5011e-08          8.5290e-09 
 GRB201231622    0.256 1.2306e-07    1.5924e-08    6.0442e-08          8.5532e-09 
 GRB230626604   15.360 2.2756e-05    1.5671e-08    1.1867e-05          8.5566e-09 
 GRB170826369    0.256 5.0556e-07    1.4422e-08    2.8079e-07          8.5610e-09 
 GRB081105614    1.280 2.7480e-07    1.8363e-08    8.4635e-08          8.5772e-09 
 GRB130804023    0.960 1.6629e-06    1.5865e-08    8.1016e-07          8.6116e-09 
 GRB140129499    0.128 2.2354e-07    1.5326e-08    1.1883e-07          8.6346e-09 
 GRB100926595   32.256 6.9728e-06    1.5918e-08    3.7728e-06          8.6463e-09 
 GRB240824640   13.056 1.1295e-06    1.7543e-08    5.5572e-07          8.6512e-09 
 GRB100616773    0.192 2.7583e-07    1.7306e-08    1.3650e-07          8.6564e-09 
 GRB120302722    1.600 1.1869e-07    1.6236e-08    6.0017e-08          8.6602e-09 
 GRB190226515    0.192 3.0964e-07    2.0553e-08    1.4778e-07          8.6824e-09 
 GRB120210650    1.344 6.4450e-07    1.5088e-08    3.2757e-07          8.6855e-09 
 GRB180119837    3.008 2.2341e-06    1.7463e-08    1.4410e-06          8.6911e-09 
 GRB190601325    0.640 4.9921e-07    1.4397e-08    1.6702e-07          8.6929e-09 
 GRB180130744    0.256 8.1398e-08    1.6276e-08    3.8130e-08          8.6937e-09 
 GRB161015710   15.104 1.1814e-05    1.5979e-08    6.9139e-06          8.7252e-09 
 GRB130617564    0.768 2.4091e-07    1.8301e-08    1.3481e-07          8.7386e-09 
 GRB171022885   13.278 8.0435e-06    1.6625e-08    5.2331e-06          8.7387e-09 
 GRB200415367    0.144 5.0136e-06    1.6154e-08    1.1495e-06          8.7443e-09 
 GRB101128322    8.192 8.3558e-07    1.5248e-08    4.8875e-07          8.7457e-09 
 GRB221226945    4.864 1.1402e-06    1.5827e-08    7.4346e-07          8.7582e-09 
 GRB201228640   30.977 1.0086e-06    2.9546e-08    3.9124e-07          8.7681e-09 
 GRB150214293    0.192 2.3705e-07    1.4042e-08    1.2948e-07          8.7694e-09 
 GRB160726065    0.768 1.0120e-06    1.6419e-08    5.0891e-07          8.7817e-09 
 GRB101213849    5.120 1.2894e-06    1.8375e-08    6.7145e-07          8.7966e-09 
 GRB171207055    0.176 2.2932e-07    1.6415e-08    1.2106e-07          8.8128e-09 
 GRB101119685    0.640 1.6937e-07    1.5940e-08    8.6129e-08          8.8283e-09 
 GRB181225786    1.792 4.6726e-07    1.4467e-08    2.7012e-07          8.8477e-09 
 GRB221127352    0.512 2.3014e-07    1.7154e-08    1.1226e-07          8.8495e-09 
 GRB170901345   29.696 4.0413e-07    1.9975e-08    1.9190e-07          8.8505e-09 
 GRB220413167    0.512 3.7194e-08    1.7132e-08    2.2540e-08          8.8579e-09 
 GRB100111176   19.520 1.1460e-06    2.1651e-08    6.0053e-07          8.8714e-09 
 GRB220114585    0.704 3.6504e-07    1.6362e-08    1.7508e-07          8.8765e-09 
 GRB230617926    2.560 1.4248e-07    1.6109e-08    7.6604e-08          8.8772e-09 
 GRB160102500   25.344 2.2959e-06    1.9858e-08    1.1171e-06          8.8886e-09 
 GRB211024065    0.064 9.2381e-08    1.7840e-08    6.9131e-08          8.9053e-09 
 GRB101208203    0.192 3.0979e-07    1.5853e-08    1.0829e-07          8.9157e-09 
 GRB220321282    2.240 4.4291e-07    1.7049e-08    2.3499e-07          8.9175e-09 
 GRB191111347    5.376 8.0049e-07    1.5918e-08    4.5094e-07          8.9528e-09 
 GRB100516396    0.640 1.8423e-07    1.8716e-08    9.1459e-08          8.9560e-09 
 GRB201105482    0.960 4.9138e-08    1.6340e-08    2.6048e-08          8.9576e-09 
 GRB220510147    1.472 3.0999e-07    1.5450e-08    2.2087e-07          8.9711e-09 
 GRB100228873    8.704 6.9114e-07    1.7624e-08    3.4311e-07          8.9775e-09 
 GRB220826431    8.192 2.4548e-06    1.7748e-08    1.6399e-06          8.9953e-09 
 GRB151231568    0.832 1.1970e-06    1.6085e-08    5.3424e-07          9.0037e-09 
 GRB090927422    0.512 3.0258e-07    1.8341e-08    1.2367e-07          9.0099e-09 
 GRB230906538    1.024 2.7576e-06    1.6305e-08    1.2299e-06          9.0125e-09 
 GRB170125022    3.904 2.5114e-07    1.8003e-08    1.4341e-07          9.0170e-09 
 GRB220725244    0.512 8.5253e-08    1.7601e-08    6.2555e-08          9.0400e-09 
 GRB120429484   15.360 2.3678e-06    1.7472e-08    1.1121e-06          9.0420e-09 
 GRB240527297    9.728 7.9829e-07    1.9648e-08    4.1251e-07          9.0467e-09 
 GRB231017337    4.800 1.0395e-06    1.6669e-08    5.8645e-07          9.0833e-09 
 GRB100811108    0.384 2.9301e-06    1.8798e-08    5.8257e-07          9.0909e-09 
 GRB110131780    0.384 5.7535e-08    1.5218e-08    3.7994e-08          9.0946e-09 
 GRB210927031    1.088 1.6839e-07    1.6536e-08    8.9750e-08          9.1047e-09 
 GRB181120265   17.374 3.5477e-06    1.6560e-08    2.1351e-06          9.1093e-09 
 GRB081024245    0.832 1.9867e-07    1.6934e-08    7.8802e-08          9.1143e-09 
 GRB090701225    4.160 4.4247e-07    1.5773e-08    2.3161e-07          9.1222e-09 
 GRB150922234    0.144 9.5696e-07    1.6923e-08    3.4480e-07          9.1236e-09 
 GRB160216801    7.677 9.9001e-06    2.1778e-08    2.5961e-06          9.1271e-09 
 GRB210511458   17.920 1.4380e-06    1.6673e-08    8.5415e-07          9.1283e-09 
 GRB120129312    1.280 8.9315e-08    1.2526e-08    6.3895e-08          9.1403e-09 
 GRB090109332    1.728 2.0949e-07    2.3057e-08    1.0702e-07          9.1520e-09 
 GRB240831710    0.320 3.5407e-08    1.4607e-08    2.3295e-08          9.1642e-09 
 GRB160816730   11.072 3.3275e-05    1.7110e-08    1.9589e-05          9.1698e-09 
 GRB210308838    0.384 1.0404e-07    1.7017e-08    6.7691e-08          9.1833e-09 
 GRB241010743    6.656 5.8518e-07    1.6077e-08    3.6365e-07          9.2020e-09 
 GRB150819440    0.960 8.1172e-06    2.4160e-08    3.2965e-06          9.2123e-09 
 GRB150303516    4.864 6.2496e-07    1.7043e-08    2.8996e-07          9.2201e-09 
 GRB090108020    0.704 7.4732e-07    1.6643e-08    5.1732e-07          9.2325e-09 
 GRB170726249    1.792 6.0235e-07    1.6762e-08    3.8887e-07          9.2343e-09 
 GRB180721642    0.064 4.3443e-08    1.5102e-08    1.6023e-08          9.2508e-09 
 GRB150609316    0.256 1.2122e-07    1.6885e-08    5.9467e-08          9.2561e-09 
 GRB150601904    0.768 1.2722e-07    1.8235e-08    7.1976e-08          9.2608e-09 
 GRB140105065    1.088 6.4311e-07    1.3796e-08    3.4863e-07          9.2643e-09 
 GRB240315464   28.160 5.8453e-07    1.7815e-08    3.2330e-07          9.2766e-09 
 GRB190525032    0.896 8.2689e-07    1.8407e-08    2.9936e-07          9.2804e-09 
 GRB100713980    7.616 3.0466e-06    1.6988e-08    9.1293e-07          9.2830e-09 
 GRB170929513    9.472 1.3476e-06    1.9206e-08    5.3774e-07          9.2847e-09 
 GRB130325005    0.640 5.6564e-08    1.3883e-08    4.1568e-08          9.2900e-09 
 GRB081119184    0.320 1.2952e-07    1.7560e-08    6.1418e-08          9.2923e-09 
 GRB090126227    5.632 1.0991e-06    2.0232e-08    4.9154e-07          9.3045e-09 
 GRB210715866    0.384 6.0801e-07    1.6813e-08    3.1384e-07          9.3362e-09 
 GRB200929204    2.048 1.9463e-07    1.8765e-08    1.0541e-07          9.3503e-09 
 GRB150325696    0.080 8.9347e-08    1.7958e-08    6.0801e-08          9.3573e-09 
 GRB081213173    0.256 1.2255e-07    1.8746e-08    5.6269e-08          9.3678e-09 
 GRB150120123    3.328 3.3498e-07    2.1667e-08    1.8000e-07          9.3793e-09 
 GRB100101028    2.816 1.1873e-06    5.5146e-08    2.4951e-07          9.3828e-09 
 GRB130808253    0.256 2.2969e-07    1.7793e-08    1.2241e-07          9.3852e-09 
 GRB180917477    4.864 6.3877e-07    1.8012e-08    3.2713e-07          9.3920e-09 
 GRB170219002    0.096 5.4657e-07    2.5623e-08    2.1820e-07          9.4364e-09 
 GRB201008443    2.048 1.0908e-06    1.6411e-08    6.8033e-07          9.4373e-09 
 GRB161020024   12.288 8.0793e-07    1.7094e-08    4.1469e-07          9.4377e-09 
 GRB110117626   43.264 3.0284e-06    1.9145e-08    1.2922e-06          9.4486e-09 
 GRB161128216    6.912 7.2345e-07    1.7491e-08    3.8442e-07          9.4595e-09 
 GRB180727594    0.896 3.9404e-07    1.6278e-08    2.2167e-07          9.4699e-09 
 GRB130722990    2.304 5.9884e-07    2.5743e-08    3.3940e-07          9.4717e-09 
 GRB081223419    0.576 8.3448e-07    3.8567e-08    5.0385e-07          9.4874e-09 
 GRB120117291    3.328 1.2137e-07    1.6438e-08    6.6680e-08          9.5020e-09 
 GRB100411516    0.512 2.1448e-07    2.0338e-08    1.1496e-07          9.5163e-09 
 GRB151023104   10.240 1.3359e-06    2.3352e-08    7.6404e-07          9.5178e-09 
 GRB091201089   12.992 9.4290e-07    2.0879e-08    4.4768e-07          9.5354e-09 
 GRB171219279    1.152 1.7404e-07    1.7536e-08    1.0490e-07          9.5394e-09 
 GRB200425701    7.936 9.5033e-07    1.8335e-08    5.4411e-07          9.5645e-09 
 GRB080831053    0.576 5.6227e-08    1.7354e-08    3.9074e-08          9.5896e-09 
 GRB221223997    0.320 3.7662e-07    1.9065e-08    2.4537e-07          9.5919e-09 
 GRB140831215    0.704 5.7882e-08    1.9431e-08    2.4786e-08          9.5952e-09 
 GRB100530737    3.328 4.8230e-07    2.1073e-08    2.7237e-07          9.5999e-09 
 GRB201103259    0.192 3.8669e-07    1.8970e-08    2.0056e-07          9.6060e-09 
 GRB201104622    0.960 5.2691e-08    1.8530e-08    3.2122e-08          9.6191e-09 
 GRB180922461    6.400 1.6049e-06    2.1135e-08    1.0081e-06          9.6238e-09 
 GRB220528259    0.576 1.3159e-06    1.9121e-08    5.6995e-07          9.6295e-09 
 GRB240127202    0.096 1.1907e-07    1.6799e-08    8.3014e-08          9.6307e-09 
 GRB180511437    1.984 7.6532e-07    1.8237e-08    4.2533e-07          9.6332e-09 
 GRB150213001    4.096 2.8758e-05    1.8170e-08    1.4306e-05          9.6510e-09 
 GRB091006360    0.192 1.1432e-07    1.6530e-08    7.8217e-08          9.6719e-09 
 GRB170403583    0.480 3.8130e-07    1.9850e-08    2.0926e-07          9.6927e-09 
 GRB180703949    1.536 8.8488e-06    1.8159e-08    5.6463e-06          9.7284e-09 
 GRB120919816   20.480 1.1356e-06    2.2108e-08    6.0588e-07          9.7447e-09 
 GRB240616234    0.016 6.3378e-08    1.7181e-08    4.3802e-08          9.7467e-09 
 GRB150605782    0.176 7.6057e-08    1.8407e-08    4.7403e-08          9.8047e-09 
 GRB150629564    1.920 3.6879e-07    1.4798e-08    2.4425e-07          9.8120e-09 
 GRB170709334    1.856 6.8308e-07    1.7670e-08    3.7796e-07          9.8142e-09 
 GRB210605215    0.448 3.5422e-07    1.9364e-08    2.0642e-07          9.8407e-09 
 GRB210706571    3.840 5.8913e-06    1.7702e-08    3.0365e-06          9.8487e-09 
 GRB141213300    0.768 6.5815e-07    1.9727e-08    3.6769e-07          9.8521e-09 
 GRB120219563    8.128 5.5777e-07    1.4019e-08    3.2657e-07          9.8722e-09 
 GRB101017619   47.872 1.7755e-06    1.8141e-08    9.9541e-07          9.8821e-09 
 GRB180110608    1.536 1.6419e-07    1.9910e-08    9.7117e-08          9.8891e-09 
 GRB160519012   98.560 2.4648e-06    1.9262e-08    1.2615e-06          9.8968e-09 
 GRB240702885   21.248 4.5413e-06    1.7870e-08    2.1051e-06          9.9020e-09 
 GRB220725563    0.256 2.4407e-07    1.8095e-08    1.3253e-07          9.9054e-09 
 GRB180715741    1.664 5.2032e-07    1.6979e-08    2.8526e-07          9.9182e-09 
 GRB221231907    6.144 9.5233e-07    2.2194e-08    5.4574e-07          9.9198e-09 
 GRB180906759   13.309 3.6221e-06    1.7578e-08    2.0111e-06          9.9337e-09 
 GRB110213876    0.448 1.5430e-07    1.5875e-08    6.9436e-08          9.9366e-09 
 GRB180412425   20.992 2.9571e-06    2.0817e-08    1.6478e-06          9.9447e-09 
 GRB081006604    6.400 8.3329e-07    1.8710e-08    3.7668e-07          9.9497e-09 
 GRB180715755    0.704 1.0450e-06    2.2184e-08    6.7518e-07          9.9512e-09 
 GRB101127093   29.440 6.9608e-07    1.7282e-08    3.7500e-07          9.9518e-09 
 GRB161026373    0.112 1.4382e-07    1.5990e-08    8.3668e-08          9.9579e-09 
 GRB110407998    9.024 2.6427e-05    7.1594e-08    1.0655e-05          9.9724e-09 
 GRB130623130   29.440 9.4523e-07    1.8290e-08    5.4767e-07          9.9752e-09 
 GRB150506398    6.784 3.5555e-06    1.8224e-08    2.1720e-06          9.9862e-09 
 GRB120323162    4.352 1.4084e-06    1.9992e-08    9.3057e-07          9.9877e-09 
 GRB090427644    1.024 2.6529e-07    2.2210e-08    1.5215e-07          9.9891e-09 
 GRB220820998    0.128 8.8933e-08    1.5824e-08    5.8269e-08          9.9892e-09 
 GRB240824549    1.472 2.4384e-07    1.9036e-08    1.2761e-07          1.0008e-08 
 GRB230729294    0.832 1.1692e-07    2.1624e-08    8.1296e-08          1.0008e-08 
 GRB160804968    0.192 2.8080e-07    1.8747e-08    1.3102e-07          1.0012e-08 
 GRB150316400    1.984 1.3116e-07    1.8718e-08    6.8406e-08          1.0019e-08 
 GRB180728882    0.832 1.3086e-06    1.9582e-08    5.1671e-07          1.0028e-08 
 GRB110410133   61.952 6.4122e-06    1.8383e-08    3.6141e-06          1.0045e-08 
 GRB180116026   59.904 1.7318e-06    1.9390e-08    9.7395e-07          1.0059e-08 
 GRB170802638    2.240 2.4481e-06    1.9080e-08    8.8583e-07          1.0072e-08 
 GRB120531393   25.344 9.0995e-07    1.7898e-08    5.1553e-07          1.0079e-08 
 GRB100929315    4.608 3.2485e-07    1.9745e-08    1.9966e-07          1.0082e-08 
 GRB180201780    0.640 1.2710e-07    1.8577e-08    6.9547e-08          1.0091e-08 
 GRB170817908    2.624 2.1548e-06    1.9104e-08    9.7429e-07          1.0095e-08 
 GRB091023021    6.528 5.3381e-07    2.2278e-08    2.5577e-07          1.0110e-08 
 GRB220315101    0.768 4.1031e-07    2.1466e-08    2.1278e-07          1.0130e-08 
 GRB240605171    0.928 1.3142e-07    1.6895e-08    7.2655e-08          1.0136e-08 
 GRB150923429    0.192 2.6060e-07    1.8886e-08    1.2798e-07          1.0142e-08 
 GRB221206586    0.384 5.4864e-07    1.9205e-08    2.2082e-07          1.0164e-08 
 GRB121122564    8.704 8.1464e-07    1.7939e-08    3.8888e-07          1.0165e-08 
 GRB240509721   38.656 1.8118e-06    1.8614e-08    8.7089e-07          1.0167e-08 
 GRB170112970    7.360 5.6152e-07    1.7537e-08    3.4320e-07          1.0213e-08 
 GRB170818137    0.576 2.8920e-07    1.8442e-08    1.8742e-07          1.0215e-08 
 GRB090518080    2.048 9.9100e-07    2.6667e-08    4.2832e-07          1.0244e-08 
 GRB090328713    0.192 1.1901e-07    1.8397e-08    7.1507e-08          1.0246e-08 
 GRB240421405   12.288 1.2646e-05    1.6999e-08    7.7462e-06          1.0248e-08 
 GRB131004904    1.152 5.0994e-07    1.9109e-08    2.9814e-07          1.0248e-08 
 GRB090726218    7.680 5.2165e-07    2.0615e-08    3.0610e-07          1.0253e-08 
 GRB231214850   20.992 1.9361e-05    1.8725e-08    1.2762e-05          1.0271e-08 
 GRB221206464   15.872 2.8251e-06    2.1396e-08    1.7088e-06          1.0275e-08 
 GRB090510016    0.960 3.3732e-06    4.0576e-08    9.0088e-07          1.0279e-08 
 GRB231126050   14.848 9.1337e-07    2.0707e-08    5.2687e-07          1.0283e-08 
 GRB191221802    2.240 4.6276e-07    2.4980e-08    1.7108e-07          1.0286e-08 
 GRB230818977    9.981 3.6981e-06    1.7908e-08    2.1787e-06          1.0298e-08 
 GRB200716957    5.312 9.6514e-06    2.0434e-08    3.6572e-06          1.0301e-08 
 GRB130209961    9.790 6.1237e-06    1.8749e-08    3.7455e-06          1.0307e-08 
 GRB150228845    4.125 6.5931e-06    1.9677e-08    2.0678e-06          1.0322e-08 
 GRB170711019   15.104 7.4943e-07    1.9982e-08    4.4185e-07          1.0338e-08 
 GRB130416770    0.192 9.3854e-07    1.7924e-08    2.7906e-07          1.0339e-08 
 GRB180718082    0.080 8.5834e-08    1.7351e-08    6.4836e-08          1.0339e-08 
 GRB130416690    3.072 2.8071e-07    1.6213e-08    1.7295e-07          1.0350e-08 
 GRB240216456    2.432 2.2702e-06    1.8983e-08    1.0905e-06          1.0363e-08 
 GRB160821937    1.088 1.9536e-07    2.0238e-08    1.0267e-07          1.0371e-08 
 GRB111011094    1.472 4.2049e-07    1.9841e-08    2.3219e-07          1.0373e-08 
 GRB120811014    0.448 2.2744e-06    1.9404e-08    4.6560e-07          1.0385e-08 
 GRB140819160    6.656 3.3560e-07    2.5916e-08    1.2967e-07          1.0394e-08 
 GRB081120618   25.344 1.9371e-06    2.4191e-08    8.6420e-07          1.0399e-08 
 GRB170901255    8.960 8.4979e-07    2.3312e-08    4.8007e-07          1.0405e-08 
 GRB170419898   24.064 2.2480e-06    1.8932e-08    1.5369e-06          1.0417e-08 
