name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB170606968  11.264    0.724   2.5486e-06         8.0325e-09         4.5825               0.1235       6.9791             0.5852
GRB101027230   1.344    1.802   6.7964e-08         3.9392e-09         0.3572               0.0685       2.8260             0.6026
GRB111010237  82.433    8.444   4.9858e-06         6.7503e-08         0.7878               0.0957       1.7772             0.4850
GRB140831374   3.584    2.573   5.7531e-07         1.6723e-08         1.9516               0.1328       2.6493             0.5193
GRB130409960  26.112    1.056   4.4056e-06         2.6098e-08         3.6269               0.1370       4.1765             0.6005
GRB090817036  52.417   10.657   2.5416e-06         5.8986e-08         1.2998               0.1049       3.5254             0.7018
GRB130407800  32.000    9.137   8.8759e-07         2.6975e-08         0.3264               0.0604       1.0738             0.3417
GRB131024900  45.312    5.538   7.4999e-07         2.3302e-08         0.7384               0.0909       1.8753             0.3958
GRB180913783   0.768    0.143   4.1439e-07         1.1715e-08         2.0478               0.0989       3.7141             0.5089
GRB080919790   0.512    0.405   2.3562e-08         2.9532e-09         0.1543               0.0488       0.9918             0.2962
GRB201029847 105.474   19.262   2.0515e-06         4.5978e-08         0.4929               0.0709       1.3110             0.3467
GRB210627312  12.800    4.048   1.2009e-06         2.8906e-08         1.1956               0.1138       3.1556             0.6854
GRB230228244   2.304    1.088   2.9829e-07         2.0636e-08         1.2747               0.1240       2.8977             0.6923
GRB210402920  76.032    0.923   9.4656e-07         4.2839e-09         0.5596               0.0865       1.1954             0.4389
GRB180730018   0.256    0.707   9.1714e-08         1.4455e-08         0.6769               0.0999       4.4618             0.7418
GRB140218427  53.505    5.684   3.1813e-06         4.1389e-08         0.5541               0.0612       1.4385             0.3750
GRB110609185   9.984    4.471   2.6963e-07         1.9122e-08         0.4936               0.0651       0.9822             0.4381
GRB111109873   9.664    6.457   4.2819e-06         3.4786e-07         4.4093               0.5001       8.8103             2.4935
GRB180626392   0.960    0.405   3.1119e-07         1.9432e-08         1.5851               0.1353       6.2353             0.8566
GRB210510806   1.344    0.792   1.3943e-07         8.2205e-09         0.6478               0.0813       2.1340             0.5458
GRB221029045  27.648    0.362   1.3783e-05         1.5619e-08        13.1437               0.2042      17.8486             0.9064
GRB101025267  30.976    0.923   1.8727e-06         2.2621e-08         0.2154               0.0690       0.9265             0.5787
GRB230409626  20.224    1.379   1.4786e-05         1.1225e-07        20.8776               0.6102      27.4163             2.2770
GRB121117018 331.782    4.048   5.1254e-06         3.6395e-08         1.3135               0.0828       2.1007             0.4019
GRB160609690   1.600    1.145   2.8200e-08         8.2430e-09         0.2111               0.0536       0.6368             0.2309
GRB090222179  17.408    3.238   1.9288e-06         3.0412e-08         1.2871               0.1711       2.1647             0.7044
GRB220925462  56.577    3.874   2.0149e-06         3.1943e-08         1.0615               0.1073       1.5073             0.4581
GRB140703026  83.969    2.996   4.3291e-06         2.8998e-08         1.9733               0.1010       2.6644             0.4629
GRB230506715  23.041    2.360   1.5095e-06         2.1604e-08         1.0283               0.0837       1.7205             0.4009
GRB130716352  91.136   10.801   1.6313e-06         3.1353e-08         0.5392               0.0837       1.3956             0.4125
GRB210410037  48.128    2.828   1.0021e-05         5.3510e-08         5.6103               0.1863      13.1152             1.0493
GRB081130212   2.240    1.002   9.5035e-08         1.1987e-08         0.4070               0.0759       1.2200             0.4717
GRB190123513  16.896    6.085   4.4566e-07         2.2569e-08         0.7276               0.0890       1.3479             0.3817
GRB151107851 139.010    6.446   1.5771e-05         6.9469e-08         6.0521               0.1517       7.4131             0.6328
GRB160314929  98.562    5.431   2.5016e-06         3.2000e-08         1.1258               0.0968       1.8340             0.4646
GRB210515623  16.384    1.717   3.9240e-06         6.9215e-08         2.1906               0.2488       5.1196             1.4286
GRB101224227   1.728    1.680   1.0621e-07         1.5861e-08         0.5285               0.0835       2.7710             0.4365
GRB090814950 108.610    8.816   8.7311e-06         1.9110e-07         2.1112               0.2045       3.2232             0.9611
GRB231019715   9.472    2.064   9.1201e-07         6.1579e-09         1.7487               0.1125       3.2126             0.5665
GRB101101744   3.328    2.862   1.9010e-07         1.3557e-08         1.1214               0.1017       2.1791             0.5097
GRB200613229 478.026    3.168   2.7201e-05         1.1778e-07        12.2811               0.1904      13.7711             0.7824
GRB230910125  12.288    0.923   1.2316e-06         1.1154e-08         2.1121               0.0981       4.0720             0.4583
GRB141031257  38.656    7.464   8.6879e-07         2.0048e-08         0.5213               0.0639       1.4511             0.3487
GRB090108020   0.704    0.143   5.1732e-07         9.2325e-09         3.0933               0.1066      13.1317             0.7542
GRB230715072  18.688    2.064   7.9655e-07         1.7536e-08         0.7799               0.0864       1.5580             0.4336
GRB210618072   3.584    0.960   1.9213e-07         1.5720e-08         0.5517               0.0889       2.3346             0.7196
GRB201008443   2.048    0.572   6.8033e-07         9.4373e-09         2.0606               0.1276       4.0533             0.6096
GRB101220576  72.449    4.048   5.6834e-06         5.5076e-08         0.9652               0.1213       3.3515             0.8746
GRB220211657 152.579    6.297   5.4011e-06         5.1075e-08         1.0560               0.0841       1.6396             0.3858
GRB120703498  77.568    2.187   1.5370e-06         3.2863e-08         0.7347               0.0838       1.8952             0.5375
GRB190604446  31.998    9.476   8.9277e-06         1.6166e-08         5.9318               0.1637       8.0618             0.7093
GRB160917479  19.456    5.638   2.6188e-06         3.8723e-08         2.2757               0.0970       3.6612             0.5249
GRB190827467  43.777    1.493   6.4551e-06         1.9063e-08         2.1494               0.1085       3.0225             0.4572
GRB121122564   8.704    0.724   3.8888e-07         1.0165e-08         0.9325               0.0850       1.3712             0.3927
GRB170610689  19.200    0.362   6.3689e-06         1.1077e-08         3.7102               0.1099       4.3187             0.4549
GRB140907672  35.841    5.473   3.8703e-06         3.5773e-08         1.5938               0.1021       2.8845             0.4911
GRB150703259  46.593    1.280   5.5669e-06         1.9906e-08         1.3250               0.0882       2.3115             0.4850
GRB180218635   5.632    0.362   2.4359e-05         3.5515e-08        33.8529               0.5229      42.8590             2.3309
GRB080806896  75.777    4.185   6.1589e-06         1.0102e-07         2.7165               0.2086       3.8278             0.8532
GRB171126235   1.472    0.143   4.8423e-06         2.6839e-08        22.2513               0.5912      60.9514             3.5562
GRB130314147 142.851    2.360   7.8893e-06         2.3565e-08         1.5114               0.0971       2.6007             0.4763
GRB140508128  44.288    0.231   3.0887e-05         6.2225e-08        31.4542               0.5550      41.3975             2.5281
GRB120504468  41.985    2.673   1.6565e-06         1.4220e-08         0.5299               0.0715       1.0074             0.3777
GRB221215177  13.248    1.012   4.5269e-07         2.1079e-08         0.6301               0.0800       1.2819             0.3555
GRB100706693   0.128    0.143   6.5460e-08         3.4789e-09         0.2899               0.1662       2.3988             0.6945
GRB110106893  35.521    3.612   1.9618e-06         2.9847e-08         0.8208               0.1097       1.5218             0.4996
GRB100328141   0.384    0.143   3.7238e-07         1.1506e-08         2.1542               0.1444       6.5266             0.6181
GRB220408240  17.920    1.305   8.3893e-07         1.5994e-08         1.6902               0.0851       3.5783             0.4811
GRB211120548  36.097    2.534   4.4252e-06         3.0457e-08         3.1605               0.1217       4.1963             0.5236
GRB160119072  23.296    7.424   3.6685e-07         1.7342e-08         0.5989               0.0946       1.2848             0.4253
GRB090403314  14.848    1.846   6.3326e-07         1.0733e-08         0.4899               0.0594       1.4096             0.3991
GRB230313485   6.461    0.572   2.6807e-06         1.2600e-08         5.3612               0.1826       7.7294             0.8716
GRB090529564   9.853    0.179   4.8541e-06         1.9089e-08        10.5350               0.2729      15.7348             1.1543
GRB191008297  32.513    3.665   8.2817e-07         1.8234e-08         0.7204               0.0933       1.8242             0.5473
GRB101021063   1.536    2.360   1.9143e-07         1.1071e-08         0.7282               0.0770       2.4313             0.4726
GRB130705398   0.128    0.528   7.7806e-08         1.3352e-08         0.5214               0.0931       3.3169             0.6824
GRB160718975   8.448    0.810   1.2331e-06         1.2361e-08         1.9245               0.0897       2.8864             0.3982
GRB130518580  48.577    0.916   4.4594e-05         8.0341e-08        21.3267               0.2551      23.0090             1.0402
GRB170614486  26.880    1.280   1.2057e-05         3.6053e-08         5.6368               0.2490       8.1871             1.2497
GRB230703954  17.920    0.572   6.2442e-06         1.8463e-08         2.5036               0.1378       3.7547             0.6533
GRB110117364  72.448    9.051   1.6833e-06         9.2955e-08         0.7956               0.1676       2.1488             0.7710
GRB210620204  53.760    3.167   1.0959e-06         1.8491e-08         1.8987               0.1018       3.6952             0.4866
GRB191031891   0.256    0.023   1.1663e-06         8.3220e-09         4.9512               0.1416      24.6092             1.1801
GRB230805303  59.392   10.373   1.2497e-06         6.9898e-08         0.5387               0.1302       1.1817             0.4002
GRB161205561  33.536    3.874   1.6361e-06         1.6977e-08         1.0027               0.0731       2.6770             0.4380
GRB140630505  63.745    2.769   4.4171e-06         4.1765e-08         0.8658               0.0913       1.8765             0.4522
GRB230812790   3.264    0.091   1.4932e-04         1.4098e-07       433.0510               1.3195     562.1550             6.1418
GRB100802240  28.672    3.167   6.6701e-07         1.7544e-08         0.7096               0.0857       1.5407             0.4346
GRB221127352   0.512    0.389   1.1226e-07         8.8495e-09         0.7281               0.0814       3.7660             0.6487
GRB170711931  12.288    2.429   1.1124e-06         1.2507e-08         1.9470               0.1012       2.8966             0.4848
GRB220424481  39.425    1.844   6.0418e-06         2.2332e-08         1.6859               0.1389       2.5389             0.5916
GRB120118898  17.152    2.111   8.8689e-07         1.8707e-08         2.9797               0.1250       7.4044             0.7178
GRB080805496  29.440    3.566   6.8166e-07         2.2220e-08         0.4735               0.0728       1.0984             0.3687
GRB160813297   7.936    1.639   6.2941e-07         1.8160e-08         0.9398               0.0822       1.9545             0.5049
GRB121122885   7.936    0.572   2.4846e-05         6.6375e-08        18.8953               0.6807      22.1758             2.8232
GRB101223834  56.065    5.497   1.2996e-06         2.4458e-08         0.4235               0.0837       0.9302             0.2918
GRB121220311   5.120    0.810   2.8068e-07         1.6061e-08         0.2975               0.0531       0.6707             0.2273
GRB131029973 104.449    7.241   1.5399e-05         6.8270e-08         2.2299               0.1080       3.1001             0.5097
GRB211211909  54.272    3.125   2.6067e-06         4.3135e-08         2.3923               0.1799       3.9673             0.8210
GRB110710954  22.720    1.604   4.8726e-06         2.1760e-08         3.8324               0.1655       9.4642             0.8897
GRB131125689   3.008    2.159   1.7487e-07         1.5133e-08         0.8385               0.1042       3.7453             1.0721
GRB140928100   7.680    0.923   1.2154e-06         1.2740e-08         3.7079               0.1433       6.1630             0.6823
GRB130919352  80.897    3.665   2.5501e-06         1.8678e-08         0.6708               0.0703       1.5393             0.3371
GRB120226871  52.993    0.572   2.7152e-05         4.7769e-08         5.0429               0.1597       6.5648             0.6812
GRB081126899  54.145    0.923   5.3748e-06         3.2187e-08         3.3409               0.1924       4.2751             0.8146
GRB150710646  33.280   11.276   7.8141e-07         1.6553e-08         0.4916               0.0707       1.2436             0.3502
GRB150707124 112.384    1.493   1.3219e-05         2.6985e-08         2.6674               0.1647       4.3475             0.7832
GRB140502354  20.096    0.916   1.1425e-06         1.9102e-08         0.7445               0.0817       1.5381             0.3585
GRB140306146  51.713    0.810   2.0853e-05         4.8638e-08         5.6176               0.1340       7.9920             0.6872
GRB130623396  44.544    3.665   5.9497e-07         2.6966e-08         0.4880               0.0804       1.2229             0.3488
GRB210504959  13.568    5.910   1.8876e-06         3.8620e-08         2.5632               0.1738       4.1191             0.8299
GRB231030005   6.400    1.105   1.4795e-07         5.8953e-09         0.4810               0.0607       1.0057             0.3117
GRB140808038   4.477    0.362   2.1951e-06         1.6704e-08         4.6188               0.1640       6.1397             0.7263
GRB220912035  51.969    1.056   4.1568e-06         1.8667e-08         1.4060               0.0889       2.3621             0.5301
GRB110213220  34.305    1.639   4.7191e-06         2.7267e-08         4.7519               0.1864       6.4888             0.8523
GRB110522296  27.136    1.950   6.3591e-07         1.8982e-08         0.8039               0.0894       1.3795             0.4152
GRB190615636  16.896    1.379   3.0971e-06         2.9803e-08         2.0437               0.1788       3.4596             0.7555
GRB120819048  66.304    1.379   7.4333e-07         1.7438e-08         0.7056               0.0738       1.5880             0.4261
GRB130206482  11.264    1.950   4.3706e-06         3.4317e-08         6.9779               0.1412       8.3069             0.5917
GRB180523782   1.984    1.350   1.0292e-07         1.1811e-08         0.4901               0.0672       2.3361             0.6422
GRB100212588   4.864    1.305   2.4378e-07         8.4302e-09         0.9041               0.0968       1.4749             0.4824
GRB140906175  37.633    9.691   8.6649e-07         2.2873e-08         0.6981               0.0755       1.3873             0.4944
GRB121124606   0.256    0.842   2.4919e-08         5.5452e-09         0.2032               0.0523       1.5780             0.3595
GRB170724543  19.200    4.419   6.6615e-07         1.6836e-08         0.9103               0.0786       1.9520             0.4666
GRB130815420 236.292    0.810   2.7068e-05         5.6845e-08         2.9428               0.1300       5.0118             0.6376
GRB210413991   2.048    0.951   2.1507e-07         1.5743e-08         0.7357               0.1185       2.3409             0.5140
GRB210518545   6.461    0.768   3.7598e-06         1.8539e-08         4.3977               0.2370       6.4408             1.1454
GRB140620219  45.825   12.130   3.4297e-06         3.3173e-08         1.8822               0.1411       2.9699             0.6323
GRB170831179  57.345    8.738   1.0757e-05         1.4873e-07         8.4345               0.1697      11.2602             0.7134
GRB090320801  29.184    4.536   8.8422e-07         3.2606e-08         0.9904               0.0988       2.0025             0.4748
GRB140423356  95.233   11.585   1.1411e-05         6.7960e-08         1.3798               0.0952       2.2345             0.4353
GRB120729456  25.472    2.612   2.6680e-06         2.8877e-08         1.7999               0.1100       2.3873             0.4858
GRB150330828 153.859    0.810   7.0158e-05         3.2900e-08        25.6102               0.2890      34.2251             1.3159
GRB160518985  27.136    2.360   1.8110e-06         2.1190e-08         0.7291               0.0879       2.1657             0.5362
GRB140219319   6.080    0.464   1.6122e-06         1.4741e-08         1.7599               0.1036       2.6149             0.5212
GRB170817908   2.624    0.181   9.7429e-07         1.0095e-08         2.7078               0.1427       4.8708             0.8854
GRB170219002   0.096    0.437   2.1820e-07         9.4364e-09         1.6910               0.1668      15.6810             1.3012
GRB210101620  23.297    3.916   5.0665e-07         4.8271e-08         1.3163               0.2778       3.1528             1.4017
GRB220623649   1.024    0.272   2.3330e-07         1.1261e-08         1.1068               0.0797       2.9926             0.5343
GRB221018459 226.304    6.165   1.5029e-06         4.9346e-08         0.8259               0.0881       1.5435             0.4030
GRB140105065   1.088    0.466   3.4863e-07         9.2643e-09         1.6410               0.1149       4.4688             0.6445
GRB150323712  43.264    2.429   1.0200e-06         1.4006e-08         0.4222               0.0573       0.7762             0.2330
GRB120427153  22.784    1.999   3.7515e-07         2.0517e-08         0.4096               0.0675       0.8021             0.3938
GRB160804180   0.640    0.091   5.5856e-07         1.7521e-08         2.6215               0.1284       5.7766             0.6686
GRB100417166   0.192    0.091   1.7514e-07         1.9639e-09         0.5890               0.1324       4.2153             0.7063
GRB170119228  28.928    2.429   1.6421e-06         2.9892e-08         0.8518               0.0900       1.3262             0.3114
GRB231108877   4.736    0.916   3.4185e-07         1.2032e-08         0.7501               0.0885       1.7825             0.5224
GRB200903031  26.881    4.375   3.2023e-06         2.0096e-08         2.3535               0.1060       4.1287             0.4998
GRB231109274   7.936    4.810   2.4391e-07         1.9625e-08         1.0906               0.2085       3.4647             1.0141
GRB231018521  39.425    0.572   5.6835e-05         1.9730e-08        29.7368               0.4666      61.4822             2.7036
GRB110421757  40.449    0.923   5.4867e-06         4.0039e-08         2.5692               0.1127       3.1838             0.4841
GRB240308268  77.825    3.114   4.8587e-06         1.6192e-08         1.1590               0.1132       2.0702             0.5388
GRB130208684  41.472    2.360   1.3591e-06         2.7220e-08         0.6004               0.0660       1.8516             0.4272
GRB200605762   0.320    0.072   9.3585e-07         1.1122e-08         4.3049               0.1404      22.2231             1.0877
GRB090831317  39.424    0.572   4.8152e-06         2.9333e-08         2.5844               0.2622      19.2715             1.5584
GRB091020900  24.256    7.973   4.5180e-06         8.0758e-08         2.8961               0.2694       3.7206             1.0747
GRB120625119   7.424    0.571   6.0997e-06         1.9995e-08         9.5505               0.2333      10.7418             1.0377
GRB131020113   2.240    1.145   1.8043e-07         1.6624e-08         0.6659               0.0902       1.2940             0.4022
GRB100714672  35.584    5.126   1.7765e-06         5.2987e-08         1.0919               0.1568       3.3450             1.0024
GRB140709051  69.633   21.549   3.9870e-06         8.5238e-08         1.4669               0.1206       2.4436             0.5501
GRB090511684   7.616    1.605   8.2526e-07         2.3434e-08         1.1690               0.1850       1.9376             0.6817
GRB200303107  82.177    3.874   1.3348e-05         6.5480e-08         3.0561               0.1585       4.0703             0.7025
GRB240207639  22.784    3.692   8.2262e-07         1.7053e-08         0.9389               0.0915       1.5337             0.4161
GRB170306588  18.944    0.923   1.4841e-05         3.9529e-08         6.2141               0.1561       7.5917             0.5926
GRB200826923   7.424    0.362   6.2147e-05         1.8505e-08        57.1920               0.4829      64.0261             1.9961
GRB171207055   0.176    0.072   1.2106e-07         8.8128e-09         0.8034               0.0979       2.8112             0.6421
GRB200817393  30.464    2.919   9.9952e-07         2.2937e-08         1.0189               0.1264       1.6268             0.5815
GRB170506169   0.832    1.950   1.2958e-07         2.1255e-08         0.8740               0.0904       2.6152             0.5383
GRB230613373  17.408    0.724   2.5740e-06         2.0517e-08         2.7298               0.1079       5.1589             0.5613
GRB161217128   3.584    2.360   2.6349e-07         2.0787e-08         0.5228               0.0767       1.5220             0.4326
GRB130305486  25.600    1.557   1.8493e-05         3.8904e-08        13.2407               0.2432      14.9722             1.0218
GRB130112286  35.328    1.846   1.5189e-06         2.3926e-08         2.6135               0.1099       4.6760             0.5827
GRB221211274   4.416    1.431   3.3285e-07         1.2717e-08         1.1143               0.0951       2.9962             0.4782
GRB120226447  14.592    3.916   3.1979e-06         4.1150e-08         2.3124               0.1853       4.6480             1.2170
GRB231028935  44.801    3.367   4.1066e-06         4.5138e-08         1.6019               0.1454       3.0044             0.6937
GRB160206430  21.504    4.199   1.5826e-06         2.6615e-08         1.3994               0.1084       2.5699             0.5256
GRB110605183  82.689    3.083   1.1563e-05         3.1698e-08         4.3081               0.1739       5.2473             0.6894
GRB180201780   0.640    0.547   6.9547e-08         1.0091e-08         0.4537               0.0670       2.7703             0.6217
GRB220624316   2.176    1.946   7.4668e-08         1.2965e-08         0.4075               0.0590       0.8921             0.3785
GRB180130744   0.256    0.916   3.8130e-08         8.6937e-09         0.3198               0.1237       1.5344             0.5735
GRB220401429  39.169    2.064   2.9360e-06         2.1094e-08         2.8495               0.1312       3.7593             0.5672
GRB140311885  72.193    8.764   3.9963e-06         3.4187e-08         0.9359               0.1062       2.3934             0.6164
GRB120101354   0.128    0.072   8.7641e-08         7.6592e-09         0.5520               0.0870       4.6060             0.5396
GRB090815946 245.508   17.169   2.1611e-06         2.6750e-08         0.5412               0.1024       1.1417             0.4935
GRB150416773  33.281    3.665   3.3928e-06         3.0145e-08         2.0266               0.1033       2.7744             0.5437
GRB081102739  34.816    2.415   2.2763e-06         5.5568e-08         0.9163               0.1702       1.8303             0.7555
GRB200323006   7.168    2.521   3.2751e-07         1.2754e-08         1.0727               0.0882       1.6688             0.3897
GRB090902401   3.200    1.797   7.3547e-07         2.2280e-08         2.3529               0.1453       3.6562             0.7441
GRB190611950 100.610    0.572   4.3827e-05         4.1228e-08        15.1644               0.3315      21.5334             1.5813
GRB150316400   1.984    1.541   6.8406e-08         1.0019e-08         0.2860               0.0498       0.6360             0.2159
GRB220507423   5.950    0.831   6.8702e-07         1.1866e-08         2.8190               0.1298       4.7668             0.7740
GRB160512536 104.448    8.764   1.9157e-06         3.4441e-08         0.5907               0.0650       1.4866             0.4391
GRB180521935  31.232    7.940   3.5663e-07         1.2535e-08         0.4960               0.0736       0.7944             0.3864
GRB231106981   3.840    0.859   2.1282e-07         1.2530e-08         0.7684               0.0751       2.1778             0.3764
GRB160211119   0.960    1.042   7.9439e-08         6.1521e-09         0.5045               0.0642       0.8654             0.3125
GRB090815438  30.465    3.566   1.8412e-06         2.1880e-08         2.0992               0.1285       2.7756             0.5367
GRB200623138   0.096    0.136   4.1036e-08         6.6292e-09         0.3374               0.0791       3.1774             0.5181
GRB190311600  12.544    5.278   6.8323e-07         3.6420e-08         0.6189               0.0914       2.5962             0.7864
GRB131126163   0.128    0.353   5.4712e-07         1.4743e-08         2.4311               0.1652      18.4241             1.5612
GRB200924284   7.168    1.950   2.2443e-06         6.5207e-08         3.3660               0.2975       4.9431             1.4990
GRB130304410  67.841    2.862   1.5275e-05         4.7556e-08         3.0884               0.2089       7.0969             1.2095
GRB240106024 143.875    0.923   1.7332e-05         2.4663e-08         6.6910               0.1666      11.4157             0.8361
GRB140608713   6.400    3.874   1.1495e-06         3.3996e-08         3.0937               0.1828       5.7455             1.0314
GRB090909487  14.336    2.896   3.0584e-06         8.6377e-08         1.7212               0.2537       5.1137             1.5725
GRB170310417  13.568    6.676   3.7940e-07         1.2436e-08         0.9880               0.0881       1.7757             0.3470
GRB230321100   6.912    0.724   3.0322e-06         1.3078e-08         3.8294               0.1375       4.6630             0.5544
GRB081215784   5.568    0.143   2.3177e-05         2.5055e-08        31.2927               0.3881      70.6130             2.1323
GRB171102107  48.385    0.572   1.7771e-05         1.5398e-08        14.2893               0.1855      16.2595             0.8390
GRB141202470   1.408    0.272   1.4634e-06         1.2733e-08         4.3182               0.1573       6.0278             0.7127
GRB121128212  17.344    0.923   5.0770e-06         5.8259e-08         7.2276               0.2225      10.8215             1.0468
GRB090429530  14.336    4.007   1.6729e-06         5.0735e-08         1.2434               0.2152       2.3710             1.1581
GRB161022114  26.368    6.323   1.0112e-06         5.1783e-08         1.1762               0.1905       2.7343             0.9452
GRB130420539  13.824    5.278   8.7569e-07         3.4576e-08         0.7126               0.0903       1.3720             0.4256
GRB230827256  11.005    2.318   5.0361e-06         7.6482e-08         6.3066               0.2895       8.3843             1.3698
GRB221205022  49.152    2.896   9.6787e-07         1.0835e-08         0.4737               0.0544       1.2566             0.3483
GRB190601325   0.640    0.749   1.6702e-07         8.6929e-09         0.7254               0.0922       3.4615             0.6876
GRB200706231   0.832    0.577   2.8691e-08         3.3998e-09         0.5389               0.0958       2.9993             0.5769
GRB231204833  44.801    4.615   3.1522e-06         2.0348e-08         2.5694               0.1212       4.0327             0.6964
GRB091223511  49.725    1.379   5.2673e-06         3.3313e-08         1.1435               0.1544       2.2526             0.8181
GRB180428102  64.510    0.923   2.7827e-06         2.3351e-08         2.8887               0.1513       5.4715             0.7420
GRB120522361  28.160    8.039   5.0195e-06         2.8432e-08         3.9528               0.1748       5.4919             0.7904
GRB201031744  34.048    3.665   1.2788e-06         1.5743e-08         1.1252               0.0870       1.9462             0.4869
GRB130228111 107.778    1.448   4.6022e-06         3.0656e-08         1.7578               0.1072       3.2024             0.4643
GRB151014592  34.304    1.448   1.6182e-06         1.9760e-08         1.0750               0.0911       1.6690             0.4162
GRB220618382  43.777    8.464   1.9910e-06         2.7407e-08         0.9306               0.0935       1.9284             0.4613
GRB120308588  25.600    1.557   3.2392e-06         3.3702e-08         6.2095               0.2442       8.7681             1.1995
GRB160101215  22.013    1.619   1.0557e-06         1.8290e-08         1.3743               0.0946       3.0608             0.5722
GRB200529504  46.592    1.639   2.8788e-06         3.2060e-08         1.3367               0.1070       1.9665             0.4549
GRB230904853   5.632    1.864   2.3557e-07         1.2335e-08         0.4055               0.0641       1.0355             0.3387
GRB230805684   0.384    0.834   7.1312e-08         4.6693e-09         0.4840               0.0896       3.4951             0.5763
GRB130925546 265.477    3.338   7.4916e-06         1.1971e-07         1.5163               0.1722       3.2545             0.9590
GRB121125356  49.857    2.099   3.7373e-06         3.4414e-08         1.6187               0.0935       3.0533             0.4855
GRB220829610  20.480    0.572   5.1025e-06         7.2145e-09         4.4421               0.1214       5.5098             0.4822
GRB190404293   9.472    1.999   5.2090e-07         4.5820e-08         1.1098               0.1840       2.6564             0.7699
GRB200808469  27.904    1.619   1.9287e-06         1.2168e-08         1.0275               0.1016       2.0273             0.4681
GRB110522256  28.160    2.673   1.1856e-06         1.7335e-08         0.4648               0.0607       1.3736             0.4038
GRB100906576 110.594    2.828   1.2668e-05         3.2135e-08         5.7591               0.1788       8.0884             0.7961
GRB101204343   0.128    0.091   1.1729e-07         6.7779e-09         0.5155               0.0649       4.0834             0.6254
GRB170207906  38.913    0.572   2.4499e-05         4.6007e-08        13.3757               0.2664      19.1381             1.3014
GRB230130204   1.792    1.864   2.7784e-07         1.6843e-08         1.2442               0.1139       2.3975             0.4936
GRB210827416   8.704    6.026   2.0658e-07         2.0304e-08         0.4992               0.0748       1.0142             0.4058
GRB211204901  17.408    1.999   1.2326e-05         6.4056e-08        10.0464               0.4832      14.6870             2.4346
GRB140829880  77.568    2.064   3.1468e-06         7.4417e-08         0.8094               0.1079       1.6722             0.5232
GRB201228640  30.977    9.220   3.9124e-07         8.7681e-09         0.4366               0.0599       0.9534             0.2683
GRB190712095   6.400    1.056   4.2969e-07         1.4758e-08         0.8388               0.0994       1.5465             0.4620
GRB170428136  27.648    3.974   1.5270e-06         1.7171e-08         0.9741               0.1509       2.1522             0.7054
GRB100722291   1.280    0.905   6.2827e-08         1.2197e-08         0.4215               0.1127       1.8068             0.5102
GRB081113230   0.576    1.350   1.7548e-07         1.8466e-08         1.1497               0.1809       3.9645             0.9885
GRB130813791  11.264    1.145   6.6762e-07         1.1762e-08         1.0080               0.0773       2.3006             0.4083
GRB210501940   0.832    0.202   2.7643e-07         7.9628e-09         1.2719               0.1043       2.5393             0.5045
GRB120616630   0.048    0.484   6.4193e-08         6.0255e-09         0.2804               0.0771       3.2504             0.8018
GRB170626401  12.288    0.362   9.0978e-06         3.0027e-08        16.0731               0.2229      21.7384             1.0220
GRB231030832  10.752    0.362   1.0385e-05         1.2865e-08        12.9162               0.2483      15.0530             1.0256
GRB130706900   0.128    1.118   9.6499e-08         1.3179e-08         0.4372               0.0802       4.1978             0.5770
GRB130404877   0.960    1.729   1.3044e-07         3.1578e-08         0.6465               0.0934       2.4812             0.5116
GRB200830413  15.104    1.619   1.0116e-06         1.1071e-08         1.3877               0.0834       2.6270             0.4388
GRB160814622   1.664    1.900   2.1732e-07         2.6586e-08         0.8709               0.0911       1.3350             0.3819
GRB170511477   2.304    1.280   2.3120e-07         3.8228e-08         1.2291               0.2177       3.9074             1.4680
GRB171212948   6.656    0.923   5.8435e-07         2.3005e-08         0.9013               0.1025       1.7770             0.5627
GRB200619108  28.672    1.305   2.2555e-06         2.4856e-08         1.7952               0.1530       2.5694             0.4339
GRB221206586   0.384    0.181   2.2082e-07         1.0164e-08         1.2402               0.0975       4.2121             0.7064
GRB091024372  93.954    5.221   4.9684e-06         3.4660e-08         1.1823               0.0995       2.5423             0.6570
GRB091024380 450.569    2.360   1.4747e-05         2.6739e-08         0.9277               0.0883       2.1453             0.5790
GRB081229187   0.768    0.724   2.8093e-07         3.5512e-08         0.7525               0.1589       2.6559             0.5986
GRB160303201  48.129    6.446   8.3173e-06         8.4837e-08         5.0218               0.2081       9.8394             1.0763
GRB140705539  26.880    1.557   1.7094e-06         2.5949e-08         0.7979               0.0759       1.7613             0.4470
GRB090306245  27.904   14.857   7.1296e-07         1.9315e-08         0.4110               0.0603       1.2691             0.3494
GRB140716306   3.328    2.919   1.3413e-07         1.7756e-08         1.2512               0.0987       2.2618             0.4338
GRB120114681  43.264    5.804   1.3012e-06         2.1191e-08         0.5829               0.0816       1.4747             0.4583
GRB170921168  39.361    4.481   3.3497e-05         1.7778e-07        14.0775               0.2900      17.6795             1.2478
GRB100519204  62.913    3.929   1.1544e-05         1.1663e-07         2.1474               0.1555       2.8774             0.7975
GRB231123832   0.448    1.105   7.8346e-08         7.5424e-09         0.5489               0.0892       3.9157             0.7512
GRB200714247   8.704    2.429   3.5960e-07         2.2648e-08         0.7399               0.0784       1.2919             0.3207
