name        t90     t90_error fluence_batse fluence_batse_error flux_batse_1024 flux_batse_1024_error flux_batse_64 flux_batse_64_error
GRB200404706  26.624    3.114   1.8321e-06         1.7325e-08         1.3915               0.1148       2.2308             0.5319
GRB190502168  11.776    1.864   1.1237e-06         2.2065e-08         1.1047               0.0816       1.7701             0.4935
GRB091231540  15.616    2.757   4.0553e-07         1.5954e-08         0.4566               0.0621       0.8292             0.4459
GRB150215026   0.512    0.716   1.1542e-07         1.6663e-08         0.5971               0.0894       1.7360             0.4355
GRB111127810  19.008    2.548   4.3134e-06         4.3041e-08         4.6928               0.1712       5.6580             0.7556
GRB170918139   0.128    0.163   5.5579e-08         5.0926e-09         0.2731               0.0713       3.7854             0.7222
GRB210531500  20.480    0.572   3.8509e-05         4.7512e-08        25.3178               0.3542      35.0315             1.6239
GRB090908314  71.937    6.817   1.9039e-06         2.0573e-08         0.9899               0.1072       2.3591             0.4845
GRB160822672   0.040    0.385   1.2631e-06         7.4241e-08         6.9039               0.9274      50.4184             7.3119
GRB170810918 136.960   14.954   4.0680e-06         5.5907e-08         1.0327               0.0744       2.1774             0.4720
GRB150724782  37.889    0.572   1.0311e-05         2.2036e-08         4.4969               0.1292       5.6816             0.5801
GRB100223110   0.256    0.091   3.0944e-07         3.3935e-09         1.2813               0.2006       7.4860             0.8682
GRB180127879  17.664    1.639   8.1349e-07         2.4459e-08         0.4817               0.0560       1.1121             0.2882
GRB130504978  73.217    2.111   5.6017e-05         1.1781e-07        19.5243               0.3103      24.7918             1.4492
GRB111226795  74.753    8.749   7.1979e-06         7.1168e-08         1.5108               0.0866       2.2376             0.3961
GRB230114708  23.293    1.379   2.8347e-06         2.2045e-08         1.4239               0.1258       2.4013             0.5950
GRB140610689 134.144    7.455   6.2552e-06         6.0405e-08         0.5144               0.0747       1.7001             0.4742
GRB231206789   2.816    2.415   3.3070e-07         1.1960e-08         1.5327               0.1110       4.5308             0.6768
GRB141207800  20.992    0.572   9.9876e-06         3.1362e-08         3.6643               0.1187       5.3253             0.4548
GRB100503554 139.779    0.923   1.0124e-05         2.2543e-08         2.9958               0.1166       5.7465             0.5522
GRB200710036   0.288    1.314   5.7347e-08         1.6438e-08         0.4141               0.0849       2.9178             0.4224
GRB190915240  13.824    0.572   1.6960e-06         1.5961e-08         1.3618               0.0979       2.2021             0.4110
GRB220522110   5.824    0.951   5.7633e-07         5.8902e-09         1.9659               0.0980       2.9173             0.4299
GRB101208203   0.192    1.478   1.0829e-07         8.9157e-09         0.6312               0.0852       2.4160             0.7523
GRB181120265  17.374    0.799   2.1351e-06         9.1093e-09         5.0789               0.1365       6.6538             0.5897
GRB130906222  11.264    7.209   3.4766e-07         1.5806e-08         0.5680               0.0820       1.2757             0.4389
GRB150527283  20.736    5.146   1.3981e-06         2.6557e-08         1.0406               0.0919       2.1491             0.4204
GRB220915022  43.777    0.572   2.9602e-06         1.5989e-08         2.6380               0.1203       4.3957             0.5347
GRB140516700  38.144    1.145   1.6078e-06         1.7967e-08         0.7027               0.0760       1.4619             0.4001
GRB120603439   0.384    0.345   3.0536e-07         1.5388e-08         1.6018               0.1131       6.4828             0.9393
GRB140824548   4.096    0.572   1.3060e-06         1.2918e-08         3.0010               0.2429       5.1516             1.1737
GRB100517243  29.633    4.482   1.1690e-06         2.4584e-08         1.0221               0.2083       1.4512             0.6802
GRB211217295   4.096    1.619   4.9636e-07         2.2341e-08         1.2859               0.1292       2.7901             0.6895
GRB081012045   1.216    1.748   1.3250e-07         2.4326e-08         0.8863               0.0690       1.8210             0.3740
GRB090904581  38.401    3.093   8.6934e-07         1.4883e-08         0.3139               0.0586       0.8713             0.3911
GRB080730520  17.408    6.229   3.0021e-06         5.8724e-08         2.4789               0.2132       3.7033             0.7474
GRB111124308   8.960    3.114   3.4260e-07         1.2045e-08         0.3863               0.0553       0.9605             0.3140
GRB200714437 152.576    1.619   3.9907e-06         3.5709e-08         1.3683               0.0801       2.3436             0.4512
GRB210207603  11.008    0.923   9.7666e-07         1.7715e-08         2.2260               0.1094       5.6662             0.6167
GRB150510139  51.904    0.453   3.1432e-05         3.0138e-08        13.9372               0.2167      24.9131             1.0739
GRB190605974   3.584    0.516   5.1393e-07         1.6216e-08         1.2472               0.0923       2.4616             0.5217
GRB091220442  18.368    0.590   3.0948e-06         2.4929e-08         2.5172               0.2443       3.4317             0.9536
GRB131230808  49.152    4.352   2.2085e-06         2.0281e-08         0.7502               0.0783       1.5456             0.4029
GRB120415891   0.960    0.264   7.1672e-08         4.1584e-09         0.5257               0.0556       1.5931             0.3143
GRB130626596  28.160    0.572   2.7086e-06         1.4546e-08         1.6918               0.1247       3.7457             0.6753
GRB220903125   6.400    1.619   4.9959e-07         7.3817e-09         1.0033               0.0746       1.5258             0.2762
GRB110729142 408.582    2.290   2.5357e-05         2.6278e-08         3.5827               0.1455       4.5933             0.6208
GRB120111051  76.801    5.514   2.3569e-06         3.0798e-08         0.5320               0.0753       1.5970             0.4922
GRB110722694  73.473   11.404   1.1450e-05         5.9628e-08         2.5280               0.1333       3.1865             0.6363
GRB180506077  44.033    3.593   4.5200e-06         2.6785e-08         1.5465               0.0941       2.7686             0.4620
GRB090411991  14.336    1.086   3.5934e-06         5.6131e-08         2.0385               0.2462       3.8395             0.9631
GRB200306934   0.992    1.226   5.2232e-08         7.3419e-09         0.4990               0.0755       2.9903             0.6572
GRB080808565  17.728    1.489   2.1274e-06         2.2206e-08         1.6665               0.2034       2.4473             0.7442
GRB100719989  21.824    1.305   2.6572e-05         3.6676e-07        28.6570               0.4957      39.9774             2.3102
GRB200615250  49.664   13.400   9.6534e-07         3.0378e-08         0.9260               0.0759       1.9052             0.3618
GRB190728271   0.832    0.905   2.0804e-07         7.1254e-09         1.1400               0.0987       5.1555             0.6926
GRB191129141  19.968    1.056   6.5399e-06         2.3337e-08         4.7383               0.1843       5.7855             0.7947
GRB190525032   0.896    0.202   2.9936e-07         9.2804e-09         1.4397               0.0848       4.0058             0.5234
GRB110626448   6.400    1.145   5.7384e-07         1.6076e-08         1.3805               0.1058       2.1508             0.4813
GRB140406120 109.312    3.415   5.8379e-06         5.7684e-08         1.8202               0.1176       4.1165             0.7095
GRB211221867  14.592    3.338   5.2535e-07         2.2851e-08         0.7356               0.0785       1.5390             0.3497
GRB190202634  17.152    4.048   9.4067e-07         4.0951e-08         0.9734               0.0911       1.5455             0.4009
GRB150729517  35.585    0.810   8.3229e-06         2.2009e-08         4.2440               0.1437       5.3537             0.5001
GRB120213606  13.824    3.328   1.5966e-06         2.5112e-08         2.7829               0.1192       4.9310             0.5610
GRB160728337  18.688    4.924   5.2055e-07         3.5591e-08         0.4284               0.0718       0.7895             0.4153
GRB100423244  16.512    2.226   4.0209e-06         5.8687e-08         1.8945               0.1459       2.5885             0.5897
GRB111216389  81.921    0.724   2.5085e-05         3.3106e-08         5.1496               0.2104       9.2021             1.0092
GRB140402007   0.320    0.630   1.5253e-07         1.5439e-08         0.7413               0.0904       3.2749             0.4861
GRB110119931 205.828    1.864   5.7616e-06         2.5411e-08         1.2923               0.0916       2.8407             0.5471
GRB130829672   6.656    1.619   2.1361e-06         2.5975e-08         3.7804               0.1869       5.0107             0.8182
GRB100919884  49.601    2.975   3.2977e-06         4.6363e-08         1.5531               0.1622       2.3806             0.5628
GRB160220868  22.528    9.444   5.2550e-07         3.5283e-08         0.4186               0.0850       1.1966             0.3953
GRB130628860   0.512    0.143   2.9894e-07         5.5069e-09         1.3788               0.0931       8.6419             0.9718
GRB110706202  12.032    4.382   2.0855e-06         5.6028e-08         1.3741               0.0959       2.3929             0.3825
